cluster_id,size,disposition,rule,decisions,categories,unit_kinds,files
DC-07064,1,restates,BR-3,D-100;D-109;D-119,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07065,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_harness_group.md
DC-07066,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07067,1,no-spec-home,BR-4,D-180,cc_reports,bullet,cc_instruction_harness_group.md
DC-07068,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_harness_group.md
DC-07069,1,restates,BR-3,D-119,cc_reports,bullet,cc_instruction_harness_group.md
DC-07070,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_harness_group.md
DC-07071,1,not-a-decision,BR-6,,cc_reports,table_row,cc_instruction_harness_group.md
DC-07072,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07073,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07074,1,restates,BR-3,D-055;D-109,cc_reports,bullet,cc_instruction_harness_group.md
DC-07075,1,restates,BR-3,D-077,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07076,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07077,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07078,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07079,1,restates,BR-3,D-164,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07080,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07081,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07082,1,no-spec-home,BR-4,D-115,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07083,1,restates,BR-3,D-114,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07084,1,restates,BR-3,D-119,cc_reports,bullet,cc_instruction_harness_group.md
DC-07085,1,no-spec-home,BR-4,D-109,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07086,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_harness_group.md
DC-07087,1,restates,BR-3,D-115;D-119,cc_reports,paragraph,cc_instruction_harness_group.md
DC-07088,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_harness_group.md
DC-07089,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_housekeeping_e2d.md
DC-07090,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_housekeeping_e2d.md
DC-07091,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_housekeeping_e2d.md
DC-07092,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_housekeeping_e2d.md
DC-07093,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_housekeeping_e2d_pass2.md
DC-07094,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_housekeeping_e2d_pass2.md
DC-07095,1,unresolved,BR-8,,cc_reports,paragraph,cc_instruction_housekeeping_e2d_pass2.md
DC-07096,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_housekeeping_e2d_pass2.md
DC-07097,1,not-a-decision,BR-5,,cc_reports,paragraph,cc_instruction_housekeeping_e2d_pass2.md
DC-07098,1,not-a-decision,BR-5,,cc_reports,paragraph,cc_instruction_housekeeping_e2d_pass2.md
DC-07099,1,not-a-decision,BR-5,,cc_reports,paragraph,cc_instruction_housekeeping_e2d_pass2.md
DC-07100,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_housekeeping_e2d_pass2.md
DC-07101,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_housekeeping_e2d_pass2.md
DC-07102,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07103,1,no-spec-home,BR-4,D-180;D-196,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07104,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07105,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07106,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07107,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_instrument_hygiene_sweep.md
DC-07108,1,restates,BR-3,D-098,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07109,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_instrument_hygiene_sweep.md
DC-07110,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_instrument_hygiene_sweep.md
DC-07111,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_instrument_hygiene_sweep.md
DC-07112,1,restates,BR-3,D-114,cc_reports,bullet,cc_instruction_instrument_hygiene_sweep.md
DC-07113,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_instrument_hygiene_sweep.md
DC-07114,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_instrument_hygiene_sweep.md
DC-07115,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_instrument_hygiene_sweep.md
DC-07116,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_i.md
DC-07117,1,not-a-decision,BR-6,,cc_reports,blockquote,cc_instruction_j_key_i.md
DC-07118,1,restates,BR-3,D-098,cc_reports,paragraph,cc_instruction_j_key_i.md
DC-07119,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_j_key_i.md
DC-07120,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_j_key_i.md
DC-07121,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_i.md
DC-07122,1,not-a-decision,BR-9,,cc_reports,paragraph,cc_instruction_j_key_i.md
DC-07123,1,restates,BR-3,D-098,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07124,1,restates,BR-3,D-119,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07125,1,restates,BR-3,D-098,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07126,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07127,1,restates,BR-3,D-098,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07128,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07129,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_i.md
DC-07130,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07131,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_i.md
DC-07132,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_j_key_i.md
DC-07133,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07134,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07135,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07136,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07137,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_i.md
DC-07138,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_ii.md
DC-07139,1,not-a-decision,BR-6,,cc_reports,blockquote,cc_instruction_j_key_ii.md
DC-07140,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07141,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07142,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07143,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07144,1,restates,BR-3,D-027;D-081,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07145,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07146,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07147,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07148,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07149,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_ii.md
DC-07150,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07151,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii.md
DC-07152,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07153,1,not-a-decision,BR-5,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07154,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07155,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07156,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07157,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_ii.md
DC-07158,1,not-a-decision,BR-2,,cc_reports,heading,cc_instruction_j_key_ii_redux.md
DC-07159,1,not-a-decision,BR-6,,cc_reports,blockquote,cc_instruction_j_key_ii_redux.md
DC-07160,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii_redux.md
DC-07161,1,not-a-decision,BR-11,,cc_reports,paragraph,cc_instruction_j_key_ii_redux.md
DC-07162,1,restates,BR-3,D-011;D-081,cc_reports,paragraph,cc_instruction_j_key_ii_redux.md
DC-07163,1,unresolved,BR-8,,cc_reports,paragraph,cc_instruction_j_key_ii_redux.md
DC-07164,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07165,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07166,1,not-a-decision,BR-6,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07167,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07168,1,not-a-decision,BR-6,,cc_reports,paragraph,cc_instruction_j_key_ii_redux.md
DC-07169,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07170,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07171,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07172,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07173,1,not-a-decision,BR-11,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07174,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_ii_redux.md
DC-07175,1,not-a-decision,BR-5,,cc_reports,blockquote,cc_instruction_j_key_iii_integration_investigation.md
DC-07176,1,unresolved,BR-8,,cc_reports,paragraph,cc_instruction_j_key_iii_integration_investigation.md
DC-07177,1,restates,BR-3,D-119,cc_reports,paragraph,cc_instruction_j_key_iii_integration_investigation.md
DC-07178,1,restates,BR-3,D-075,cc_reports,bullet,cc_instruction_j_key_iii_integration_investigation.md
DC-07179,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_iii_integration_investigation.md
DC-07180,1,restates,BR-3,D-081,cc_reports,bullet,cc_instruction_j_key_iii_integration_investigation.md
DC-07181,1,unresolved,BR-8,,cc_reports,bullet,cc_instruction_j_key_iii_integration_investigation.md
